Year,State,Sport,Boys School,Girls School,Boys Participation,Girls Participation
2007/2008,MN,Soccer,224,210,9912,8878
2007/2008,MS,Soccer,119,114,3664,2301
2007/2008,MO,Soccer,212,204,7675,7147
2007/2008,MT,Soccer,30,29,891,841
2007/2008,NE,Soccer,67,72,2543,2230
2007/2008,NV,Soccer,66,64,2185,2001
2007/2008,NH,Soccer,87,80,3118,2700
2007/2008,NJ,Soccer,384,352,16890,13504
2007/2008,NM,Soccer,67,67,2083,1977
2007/2008,NY,Soccer,680,682,24651,23753
2007/2008,NC,Soccer,334,318,10299,10259
2007/2008,ND,Soccer,16,17,610,566
2007/2008,OH,Soccer,588,524,15290,13735
2007/2008,OK,Soccer,121,114,1801,1723
2007/2008,OR,Soccer,180,156,6005,5349
2007/2008,PA,Soccer,581,546,20335,19110
2007/2008,RI,Soccer,46,47,1662,1436
2007/2008,SC,Soccer,152,128,4882,3856
2007/2008,SD,Soccer,0,0,0,0
2007/2008,TN,Soccer,246,236,6577,5542
2007/2008,TX,Soccer,528,520,27043,21954
2007/2008,UT,Soccer,91,87,2844,2661
2007/2008,VT,Soccer,47,47,1708,1704
2007/2008,VA,Soccer,270,236,9295,7896
2007/2008,WA,Soccer,241,240,8844,8148
2007/2008,WV,Soccer,71,69,1815,1676
2007/2008,WI,Soccer,253,240,10035,9934
2007/2008,WY,Soccer,21,21,764,721
2006/2007,AL,Soccer,145,116,3626,2973
2006/2007,AK,Soccer,31,30,919,879
2006/2007,AZ,Soccer,180,172,6109,5228
2006/2007,AR,Soccer,70,65,1579,1203
2006/2007,CA,Soccer,1196,1182,44730,40895
2006/2007,CO,Soccer,292,298,6530,6659
2006/2007,CT,Soccer,173,151,6990,5710
2006/2007,DC,Soccer,7,5,143,120
2006/2007,DE,Soccer,45,47,1576,1405
2006/2007,FL,Soccer,529,502,14173,13562
2006/2007,GA,Soccer,290,292,8331,7927
2006/2007,HI,Soccer,52,54,1532,1662
2006/2007,ID,Soccer,68,67,1925,1767
2006/2007,IL,Soccer,404,369,18619,15588
2006/2007,IN,Soccer,277,243,8478,6905
2006/2007,IA,Soccer,138,116,5121,5031
2006/2007,KS,Soccer,97,90,3617,2884
2006/2007,KY,Soccer,175,180,5113,4864
2006/2007,LA,Soccer,141,129,2115,1935
2006/2007,ME,Soccer,132,132,4539,4229
2006/2007,MD,Soccer,174,178,6081,5665
2006/2007,MA,Soccer,350,306,12978,12491
2006/2007,MI,Soccer,464,428,15071,14171
2006/2007,MN,Soccer,216,209,8489,7872
2006/2007,MS,Soccer,115,112,3618,2276
2006/2007,MO,Soccer,204,198,7273,6898
2006/2007,MT,Soccer,27,26,847,790
2006/2007,NE,Soccer,66,72,2558,2261
2006/2007,NV,Soccer,65,65,2066,1975
2006/2007,NH,Soccer,86,77,3347,2834
2006/2007,NJ,Soccer,402,365,16798,13188
2006/2007,NM,Soccer,63,63,2076,1917
2006/2007,NY,Soccer,641,637,23274,22806
2006/2007,NC,Soccer,327,308,10025,8592
2006/2007,ND,Soccer,15,16,574,595
2006/2007,OH,Soccer,564,486,16183,13284
2006/2007,OK,Soccer,125,115,1850,1650
2006/2007,OR,Soccer,178,148,5955,5217
2006/2007,PA,Soccer,580,541,20300,18935
2006/2007,RI,Soccer,44,46,1586,1413
2006/2007,SC,Soccer,149,139,4466,3672
2006/2007,SD,Soccer,0,0,0,0
2006/2007,TN,Soccer,240,228,6424,5389
2006/2007,TX,Soccer,523,515,24384,19823
2006/2007,UT,Soccer,83,80,2678,2568
2006/2007,VT,Soccer,59,59,2110,2091
2006/2007,VA,Soccer,262,257,8892,7597
2006/2007,WA,Soccer,261,259,9999,9266
2006/2007,WV,Soccer,72,67,1844,1603
2006/2007,WI,Soccer,249,243,9731,8647
2006/2007,WY,Soccer,20,20,757,720
2005/2006,AL,Soccer,145,116,3626,2973
2005/2006,AK,Soccer,31,32,989,948
2005/2006,AZ,Soccer,170,164,5639,4795
2005/2006,AR,Soccer,61,57,1466,1123
2005/2006,CA,Soccer,1093,1070,39453,37424
2005/2006,CO,Soccer,163,160,5889,6160
2005/2006,CT,Soccer,172,148,6707,5400
2005/2006,DC,Soccer,8,6,125,95
2005/2006,DE,Soccer,41,43,1485,1341
2005/2006,FL,Soccer,475,443,12389,11894
2005/2006,GA,Soccer,290,292,8331,7927
2005/2006,HI,Soccer,53,52,1469,1673
2005/2006,ID,Soccer,64,63,1788,1650
2005/2006,IL,Soccer,392,356,17193,14164
2005/2006,IN,Soccer,267,238,8217,6736
2005/2006,IA,Soccer,137,115,5034,4266
2005/2006,KS,Soccer,91,75,3354,2787
2005/2006,KY,Soccer,171,173,4996,4675
2005/2006,LA,Soccer,141,129,2115,1935
2005/2006,ME,Soccer,130,132,4268,4036
2005/2006,MD,Soccer,177,173,5963,5349
2005/2006,MA,Soccer,322,298,13180,12165
2005/2006,MI,Soccer,472,426,14937,13972
2005/2006,MN,Soccer,207,200,7890,7900
2005/2006,MS,Soccer,110,99,3554,2016
2005/2006,MO,Soccer,202,193,7221,6808
2005/2006,MT,Soccer,26,26,717,701
2005/2006,NE,Soccer,66,71,2382,2182
2005/2006,NV,Soccer,63,63,1932,1945
2005/2006,NH,Soccer,86,77,3228,2750
2005/2006,NJ,Soccer,390,371,16016,12830
2005/2006,NM,Soccer,64,62,2332,2222
2005/2006,NY,Soccer,641,637,23274,22806
2005/2006,NC,Soccer,317,300,9576,8321
2005/2006,ND,Soccer,15,17,528,641
2005/2006,OH,Soccer,562,483,16171,13308
2005/2006,OK,Soccer,120,112,1800,1700
2005/2006,OR,Soccer,178,148,5554,4772
2005/2006,PA,Soccer,559,495,19565,17325
2005/2006,RI,Soccer,44,46,1493,1415
2005/2006,SC,Soccer,145,122,4369,3515
2005/2006,SD,Soccer,0,0,0,0
2005/2006,TN,Soccer,231,229,5943,5257
2005/2006,TX,Soccer,491,479,22321,18397
2005/2006,UT,Soccer,83,81,2663,2438
2005/2006,VT,Soccer,57,57,2072,2025
2005/2006,VA,Soccer,257,255,8611,7462
2005/2006,WA,Soccer,265,261,9449,8880
2005/2006,WV,Soccer,69,65,1700,1523
2005/2006,WI,Soccer,247,241,9247,8254
2005/2006,WY,Soccer,19,19,714,674
2004/2005,AL,Soccer,141,117,3526,2999
2004/2005,AK,Soccer,28,28,873,888
2004/2005,AZ,Soccer,165,158,5207,4602
2004/2005,AR,Soccer,50,46,1177,882
2004/2005,CA,Soccer,1093,1070,39453,37424
2004/2005,CO,Soccer,161,178,5965,6260
2004/2005,CT,Soccer,170,145,6539,5263
2004/2005,DC,Soccer,8,6,175,113
2004/2005,DE,Soccer,45,37,1126,853
2004/2005,FL,Soccer,502,455,13392,12927
2004/2005,GA,Soccer,284,289,8005,7776
2004/2005,HI,Soccer,53,52,1474,1639
2004/2005,ID,Soccer,64,60,1754,1592
2004/2005,IL,Soccer,385,345,16764,13932
2004/2005,IN,Soccer,260,224,8227,6687
2004/2005,IA,Soccer,111,78,5042,3571
2004/2005,KS,Soccer,97,67,3617,2394
2004/2005,KY,Soccer,167,173,4879,4675
2004/2005,LA,Soccer,141,129,2115,1935
2004/2005,ME,Soccer,135,132,4435,3886
2004/2005,MD,Soccer,168,169,5861,5151
2004/2005,MA,Soccer,324,295,12578,12047
2004/2005,MI,Soccer,453,409,14562,13675
2004/2005,MN,Soccer,198,195,8240,7933
2004/2005,MS,Soccer,110,99,3519,1986
2004/2005,MO,Soccer,200,183,7166,6486
2004/2005,MT,Soccer,26,26,772,791
2004/2005,NE,Soccer,65,71,2330,2204
2004/2005,NV,Soccer,62,62,1946,1940
2004/2005,NH,Soccer,85,76,3206,2742
2004/2005,NJ,Soccer,390,371,15479,12533
2004/2005,NM,Soccer,64,62,2332,2222
2004/2005,NY,Soccer,641,637,23274,22806
2004/2005,NC,Soccer,301,268,9269,7612
2004/2005,ND,Soccer,17,17,601,671
2004/2005,OH,Soccer,531,451,16252,13213
2004/2005,OK,Soccer,117,112,1850,1700
2004/2005,OR,Soccer,176,147,5590,4738
2004/2005,PA,Soccer,553,479,19355,16765
2004/2005,RI,Soccer,44,45,1567,1417
2004/2005,SC,Soccer,139,109,4095,3147
2004/2005,SD,Soccer,0,0,0,0
2004/2005,TN,Soccer,230,223,5776,5230
2004/2005,TX,Soccer,485,470,21976,18506
2004/2005,UT,Soccer,82,76,2692,2438
2004/2005,VT,Soccer,70,70,2366,2232
2004/2005,VA,Soccer,252,246,8432,7194
2004/2005,WA,Soccer,226,226,8154,7808
2004/2005,WV,Soccer,66,63,1633,1457
2004/2005,WI,Soccer,240,232,9279,8524
2004/2005,WY,Soccer,17,17,690,638
2003/2004,AL,Soccer,132,113,3301,2897
2003/2004,AK,Soccer,26,26,779,863
2003/2004,AZ,Soccer,157,151,4968,4368
2003/2004,AR,Soccer,39,36,996,769
2003/2004,CA,Soccer,1068,1028,38501,35380
2003/2004,CO,Soccer,163,174,5624,5721
2003/2004,CT,Soccer,169,148,6515,5255
2003/2004,DC,Soccer,7,5,112,80
2003/2004,DE,Soccer,41,44,1459,1376
2003/2004,FL,Soccer,472,443,12666,12513
2003/2004,GA,Soccer,284,289,8005,7776
2003/2004,HI,Soccer,60,59,1598,1727
2003/2004,ID,Soccer,67,63,1804,1636
2003/2004,IL,Soccer,379,341,17051,15082
2003/2004,IN,Soccer,264,228,7932,6204
2003/2004,IA,Soccer,111,78,4992,3536
2003/2004,KS,Soccer,98,83,3445,2481
2003/2004,KY,Soccer,158,154,4580,3930
2003/2004,LA,Soccer,128,110,1920,1650
2003/2004,ME,Soccer,127,124,4297,3811
2003/2004,MD,Soccer,165,155,5721,5209
2003/2004,MA,Soccer,327,313,12666,12193
2003/2004,MI,Soccer,445,399,14234,13515
2003/2004,MN,Soccer,192,189,8338,7827
2003/2004,MS,Soccer,112,80,3418,1939
2003/2004,MO,Soccer,200,183,7222,6486
2003/2004,MT,Soccer,41,25,958,945
2003/2004,NE,Soccer,65,70,2236,2065
2003/2004,NV,Soccer,56,56,1850,1800
2003/2004,NH,Soccer,86,75,3243,2679
2003/2004,NJ,Soccer,379,356,16198,12118
2003/2004,NM,Soccer,68,68,1967,1718
2003/2004,NY,Soccer,641,637,22677,22213
2003/2004,NC,Soccer,294,267,8794,7424
2003/2004,ND,Soccer,17,16,583,687
2003/2004,OH,Soccer,521,426,15775,12622
2003/2004,OK,Soccer,83,87,1700,1740
2003/2004,OR,Soccer,170,141,5778,4496
2003/2004,PA,Soccer,550,473,19250,16555
2003/2004,RI,Soccer,44,45,1450,1403
2003/2004,SC,Soccer,138,113,4124,3221
2003/2004,SD,Soccer,0,0,0,0
2003/2004,TN,Soccer,224,215,5484,4807
2003/2004,TX,Soccer,473,457,21898,17444
2003/2004,UT,Soccer,85,75,2739,2275
2003/2004,VT,Soccer,68,67,2204,2130
2003/2004,VA,Soccer,248,246,8112,7109
2003/2004,WA,Soccer,262,261,9204,8880
2003/2004,WV,Soccer,59,55,1444,1197
2003/2004,WI,Soccer,239,226,9310,8695
2003/2004,WY,Soccer,17,17,663,585
2002/2003,AL,Soccer,133,108,3326,2769
2002/2003,AK,Soccer,29,29,829,866
2002/2003,AZ,Soccer,160,148,5008,4180
2002/2003,AR,Soccer,39,36,986,839
2002/2003,CA,Soccer,1068,1028,38501,35380
2002/2003,CO,Soccer,161,166,5624,5584
2002/2003,CT,Soccer,170,149,6598,5188
2002/2003,DC,Soccer,7,5,155,98
2002/2003,DE,Soccer,41,39,1556,1228
2002/2003,FL,Soccer,478,416,12767,12234
2002/2003,GA,Soccer,273,273,7750,7329
2002/2003,HI,Soccer,58,62,1550,1653
2002/2003,ID,Soccer,66,61,1737,1516
2002/2003,IL,Soccer,378,332,17082,14042
2002/2003,IN,Soccer,257,216,7349,5737
2002/2003,IA,Soccer,111,78,5068,3590
2002/2003,KS,Soccer,90,64,3480,2345
2002/2003,KY,Soccer,158,154,4580,3930
2002/2003,LA,Soccer,128,110,1920,1650
2002/2003,ME,Soccer,129,125,4238,3764
2002/2003,MD,Soccer,172,172,5882,5223
2002/2003,MA,Soccer,331,292,12531,12173
2002/2003,MI,Soccer,439,388,14416,13608
2002/2003,MN,Soccer,183,180,7957,7458
2002/2003,MS,Soccer,111,99,3321,1885
2002/2003,MO,Soccer,198,181,7317,6484
2002/2003,MT,Soccer,32,34,352,988
2002/2003,NE,Soccer,63,68,2315,2090
2002/2003,NV,Soccer,56,56,1841,1792
2002/2003,NH,Soccer,87,74,3177,2724
2002/2003,NJ,Soccer,379,341,14666,11336
2002/2003,NM,Soccer,68,68,1967,1718
2002/2003,NY,Soccer,641,637,22677,22213
2002/2003,NC,Soccer,284,269,8928,7470
2002/2003,ND,Soccer,15,18,644,719
2002/2003,OH,Soccer,516,406,15618,12301
2002/2003,OK,Soccer,83,86,1622,1739
2002/2003,OR,Soccer,151,140,5067,4417
2002/2003,PA,Soccer,521,442,18235,15470
2002/2003,RI,Soccer,43,45,1435,1362
2002/2003,SC,Soccer,134,110,4121,3154
2002/2003,SD,Soccer,0,0,0,0
2002/2003,TN,Soccer,214,204,4830,4350
2002/2003,TX,Soccer,464,447,22244,16700
2002/2003,UT,Soccer,85,71,2693,2271
2002/2003,VT,Soccer,76,75,2587,2415
2002/2003,VA,Soccer,247,236,8082,6737
2002/2003,WA,Soccer,260,258,9212,8724
2002/2003,WV,Soccer,63,67,1560,1443
2002/2003,WI,Soccer,235,219,9086,8017
2002/2003,WY,Soccer,18,17,669,547
