Year,State,Sport,Boys School,Girls School,Boys Participation,Girls Participation
2007/2008,LA,Basketball,377,376,4147,3384
2007/2008,ME,Basketball,143,144,3995,3402
2007/2008,MD,Basketball,187,188,5428,4758
2007/2008,MA,Basketball,355,358,12034,10217
2007/2008,MI,Basketball,736,704,23159,18221
2007/2008,MN,Basketball,472,459,15460,12180
2007/2008,MS,Basketball,267,267,9826,6941
2007/2008,MO,Basketball,566,545,15003,12530
2007/2008,MT,Basketball,180,177,3798,3260
2007/2008,NE,Basketball,309,310,7959,6752
2007/2008,NV,Basketball,99,96,3130,2497
2007/2008,NH,Basketball,89,88,2473,2045
2007/2008,NJ,Basketball,399,404,13567,10194
2007/2008,NM,Basketball,151,151,4012,3510
2007/2008,NY,Basketball,743,741,21957,17750
2007/2008,NC,Basketball,377,376,11248,8380
2007/2008,ND,Basketball,170,169,3379,2660
2007/2008,OH,Basketball,815,815,26784,19539
2007/2008,OK,Basketball,481,481,9001,8125
2007/2008,OR,Basketball,287,288,7447,6443
2007/2008,PA,Basketball,725,719,21750,21570
2007/2008,RI,Basketball,48,49,1454,1110
2007/2008,SC,Basketball,198,197,6480,4854
2007/2008,SD,Basketball,179,177,3776,3073
2007/2008,TN,Basketball,363,364,9261,6537
2007/2008,TX,Basketball,1256,1244,75302,71235
2007/2008,UT,Basketball,118,116,3214,2768
2007/2008,VT,Basketball,47,46,1337,1187
2007/2008,VA,Basketball,309,306,9558,7927
2007/2008,WA,Basketball,350,342,10384,8366
2007/2008,WV,Basketball,130,130,3086,2368
2007/2008,WI,Basketball,486,479,15763,12545
2007/2008,WY,Basketball,70,71,1777,1548
2006/2007,AL,Basketball,407,403,11727,5411
2006/2007,AK,Basketball,140,139,2221,1849
2006/2007,AZ,Basketball,240,236,7781,6634
2006/2007,AR,Basketball,248,234,5334,4320
2006/2007,CA,Basketball,1334,1275,44722,34991
2006/2007,CO,Basketball,324,323,8880,7606
2006/2007,CT,Basketball,176,178,5095,4157
2006/2007,DC,Basketball,15,15,356,205
2006/2007,DE,Basketball,48,49,1372,1041
2006/2007,FL,Basketball,628,605,14456,10793
2006/2007,GA,Basketball,385,383,11359,9322
2006/2007,HI,Basketball,70,65,1717,1390
2006/2007,ID,Basketball,144,142,3927,3341
2006/2007,IL,Basketball,729,680,23377,17428
2006/2007,IN,Basketball,397,387,14240,10080
2006/2007,IA,Basketball,392,392,12228,9375
2006/2007,KS,Basketball,353,352,9537,7803
2006/2007,KY,Basketball,273,272,7648,6205
2006/2007,LA,Basketball,407,397,12210,9925
2006/2007,ME,Basketball,141,139,4137,3476
2006/2007,MD,Basketball,188,189,5387,4722
2006/2007,MA,Basketball,358,360,12176,10427
2006/2007,MI,Basketball,729,667,24100,19140
2006/2007,MN,Basketball,466,456,13471,11253
2006/2007,MS,Basketball,263,263,9726,6841
2006/2007,MO,Basketball,564,545,14801,12634
2006/2007,MT,Basketball,179,178,3880,3461
2006/2007,NE,Basketball,310,311,8107,6986
2006/2007,NV,Basketball,98,95,2983,2479
2006/2007,NH,Basketball,88,87,2578,2403
2006/2007,NJ,Basketball,418,423,13359,9722
2006/2007,NM,Basketball,146,146,4076,3528
2006/2007,NY,Basketball,697,688,20942,17850
2006/2007,NC,Basketball,368,368,10050,8116
2006/2007,ND,Basketball,172,169,3384,2682
2006/2007,OH,Basketball,811,811,24330,18653
2006/2007,OK,Basketball,471,471,8800,7660
2006/2007,OR,Basketball,286,285,7419,6374
2006/2007,PA,Basketball,721,716,21630,21480
2006/2007,RI,Basketball,47,49,1483,1135
2006/2007,SC,Basketball,199,199,6526,5002
2006/2007,SD,Basketball,179,180,3843,3032
2006/2007,TN,Basketball,362,363,9260,6618
2006/2007,TX,Basketball,1250,1244,74457,70753
2006/2007,UT,Basketball,119,119,3193,2766
2006/2007,VT,Basketball,58,55,1777,1496
2006/2007,VA,Basketball,304,300,9516,7821
2006/2007,WA,Basketball,380,368,11904,9429
2006/2007,WV,Basketball,130,130,3363,2543
2006/2007,WI,Basketball,481,486,15699,13068
2006/2007,WY,Basketball,69,71,1725,1541
2005/2006,AL,Basketball,407,403,11727,5411
2005/2006,AK,Basketball,153,153,2528,2101
2005/2006,AZ,Basketball,233,224,7648,6366
2005/2006,AR,Basketball,254,245,5651,4528
2005/2006,CA,Basketball,1267,1207,42061,33596
2005/2006,CO,Basketball,323,323,8558,7675
2005/2006,CT,Basketball,176,177,5141,4091
2005/2006,DC,Basketball,15,15,295,225
2005/2006,DE,Basketball,45,46,1218,966
2005/2006,FL,Basketball,543,529,12686,9874
2005/2006,GA,Basketball,385,383,11359,9322
2005/2006,HI,Basketball,69,64,1699,1432
2005/2006,ID,Basketball,146,145,4029,3380
2005/2006,IL,Basketball,719,673,23224,17718
2005/2006,IN,Basketball,397,394,13916,10089
2005/2006,IA,Basketball,392,392,12021,9216
2005/2006,KS,Basketball,359,353,9756,7883
2005/2006,KY,Basketball,275,275,7704,6273
2005/2006,LA,Basketball,407,397,12210,9925
2005/2006,ME,Basketball,143,143,4167,3516
2005/2006,MD,Basketball,186,186,5156,4540
2005/2006,MA,Basketball,341,344,12143,10562
2005/2006,MI,Basketball,741,717,24424,20604
2005/2006,MN,Basketball,464,457,14091,11707
2005/2006,MS,Basketball,260,258,8480,6318
2005/2006,MO,Basketball,561,538,14585,12283
2005/2006,MT,Basketball,181,179,3924,3384
2005/2006,NE,Basketball,310,311,8350,7004
2005/2006,NV,Basketball,99,96,2795,2590
2005/2006,NH,Basketball,87,86,2609,2202
2005/2006,NJ,Basketball,409,405,13416,9886
2005/2006,NM,Basketball,145,142,3792,3468
2005/2006,NY,Basketball,697,688,20942,17850
2005/2006,NC,Basketball,361,361,11129,7971
2005/2006,ND,Basketball,166,165,3382,2740
2005/2006,OH,Basketball,807,808,24268,18273
2005/2006,OK,Basketball,471,471,8750,7650
2005/2006,OR,Basketball,286,285,7681,6409
2005/2006,PA,Basketball,696,694,20880,20820
2005/2006,RI,Basketball,47,48,1430,1107
2005/2006,SC,Basketball,199,198,6793,4948
2005/2006,SD,Basketball,177,176,3709,3111
2005/2006,TN,Basketball,360,363,9080,6692
2005/2006,TX,Basketball,1232,1228,71681,69122
2005/2006,UT,Basketball,120,119,3175,2839
2005/2006,VT,Basketball,56,55,1710,1455
2005/2006,VA,Basketball,301,295,9500,7888
2005/2006,WA,Basketball,381,379,11713,9864
2005/2006,WV,Basketball,134,134,2492,2193
2005/2006,WI,Basketball,484,479,14866,12289
2005/2006,WY,Basketball,68,69,1791,1573
2004/2005,AL,Basketball,409,409,11785,5492
2004/2005,AK,Basketball,114,108,1998,1715
2004/2005,AZ,Basketball,232,224,7651,6292
2004/2005,AR,Basketball,239,238,5026,4217
2004/2005,CA,Basketball,1267,1207,42061,33596
2004/2005,CO,Basketball,315,315,8930,7923
2004/2005,CT,Basketball,173,174,5031,4162
2004/2005,DC,Basketball,15,15,300,218
2004/2005,DE,Basketball,47,49,988,615
2004/2005,FL,Basketball,640,581,14012,10998
2004/2005,GA,Basketball,375,374,11374,9171
2004/2005,HI,Basketball,70,64,1846,1585
2004/2005,ID,Basketball,146,145,4181,3628
2004/2005,IL,Basketball,715,662,23288,17871
2004/2005,IN,Basketball,388,383,13321,10316
2004/2005,IA,Basketball,398,397,11990,8934
2004/2005,KS,Basketball,364,360,9751,7975
2004/2005,KY,Basketball,273,268,7648,6113
2004/2005,LA,Basketball,407,397,12210,9925
2004/2005,ME,Basketball,143,141,4103,3509
2004/2005,MD,Basketball,183,184,5328,4678
2004/2005,MA,Basketball,339,340,12284,10396
2004/2005,MI,Basketball,734,720,23999,20541
2004/2005,MN,Basketball,460,454,14427,13229
2004/2005,MS,Basketball,257,257,8406,6307
2004/2005,MO,Basketball,557,535,14693,12432
2004/2005,MT,Basketball,182,182,3816,3433
2004/2005,NE,Basketball,313,314,8341,7172
2004/2005,NV,Basketball,95,92,2991,2439
2004/2005,NH,Basketball,87,87,2606,2228
2004/2005,NJ,Basketball,409,405,13361,10150
2004/2005,NM,Basketball,145,142,3792,3468
2004/2005,NY,Basketball,697,688,20942,17850
2004/2005,NC,Basketball,352,352,9856,8032
2004/2005,ND,Basketball,177,179,3480,2777
2004/2005,OH,Basketball,799,800,24032,18338
2004/2005,OK,Basketball,471,471,8700,7600
2004/2005,OR,Basketball,289,286,7806,6580
2004/2005,PA,Basketball,691,692,20730,20760
2004/2005,RI,Basketball,48,48,1505,1170
2004/2005,SC,Basketball,196,196,6696,5049
2004/2005,SD,Basketball,173,171,3815,3072
2004/2005,TN,Basketball,361,362,8975,6621
2004/2005,TX,Basketball,1231,1222,72383,70232
2004/2005,UT,Basketball,120,118,3248,2807
2004/2005,VT,Basketball,70,68,1893,1692
2004/2005,VA,Basketball,300,294,9472,7896
2004/2005,WA,Basketball,332,325,10289,8663
2004/2005,WV,Basketball,136,135,2395,2122
2004/2005,WI,Basketball,480,477,15875,12943
2004/2005,WY,Basketball,68,68,1867,1611
2003/2004,AL,Basketball,400,399,11526,5358
2003/2004,AK,Basketball,137,128,2184,1840
2003/2004,AZ,Basketball,224,214,7520,6160
2003/2004,AR,Basketball,234,231,4941,4043
2003/2004,CA,Basketball,1225,1160,41784,33912
2003/2004,CO,Basketball,313,311,8464,7579
2003/2004,CT,Basketball,173,174,5122,4263
2003/2004,DC,Basketball,15,13,359,249
2003/2004,DE,Basketball,43,42,1347,968
2003/2004,FL,Basketball,582,559,13773,10964
2003/2004,GA,Basketball,375,374,11374,9171
2003/2004,HI,Basketball,68,65,1826,1651
2003/2004,ID,Basketball,168,164,4116,3611
2003/2004,IL,Basketball,720,671,24747,18986
2003/2004,IN,Basketball,396,392,12230,10207
2003/2004,IA,Basketball,398,397,11871,8846
2003/2004,KS,Basketball,364,364,9976,8145
2003/2004,KY,Basketball,279,280,7350,5950
2003/2004,LA,Basketball,409,377,12241,9401
2003/2004,ME,Basketball,139,135,4178,3505
2003/2004,MD,Basketball,181,181,5029,4528
2003/2004,MA,Basketball,343,337,11913,10418
2003/2004,MI,Basketball,732,718,23788,20661
2003/2004,MN,Basketball,454,447,14261,13017
2003/2004,MS,Basketball,257,257,8308,6204
2003/2004,MO,Basketball,557,530,14691,12460
2003/2004,MT,Basketball,183,170,4558,3469
2003/2004,NE,Basketball,319,320,8314,7045
2003/2004,NV,Basketball,92,89,2900,2475
2003/2004,NH,Basketball,88,87,2548,2262
2003/2004,NJ,Basketball,406,411,13280,10080
2003/2004,NM,Basketball,151,151,5148,4560
2003/2004,NY,Basketball,697,688,20720,17245
2003/2004,NC,Basketball,349,343,9129,8493
2003/2004,ND,Basketball,180,179,3586,2855
2003/2004,OH,Basketball,789,788,23651,18111
2003/2004,OK,Basketball,471,471,8603,7565
2003/2004,OR,Basketball,283,281,7763,6768
2003/2004,PA,Basketball,684,685,20520,20550
2003/2004,RI,Basketball,47,47,1569,1123
2003/2004,SC,Basketball,195,195,6279,4985
2003/2004,SD,Basketball,167,163,3701,3011
2003/2004,TN,Basketball,356,357,8759,6461
2003/2004,TX,Basketball,1218,1214,71903,69824
2003/2004,UT,Basketball,120,118,3500,2955
2003/2004,VT,Basketball,67,67,1794,1774
2003/2004,VA,Basketball,296,286,9575,7804
2003/2004,WA,Basketball,380,371,11713,9696
2003/2004,WV,Basketball,117,117,2909,2145
2003/2004,WI,Basketball,481,475,15644,13013
2003/2004,WY,Basketball,67,68,1826,1620
2002/2003,AL,Basketball,401,399,11555,5358
2002/2003,AK,Basketball,134,134,2331,2003
2002/2003,AZ,Basketball,222,212,7447,6366
2002/2003,AR,Basketball,234,231,5248,4381
2002/2003,CA,Basketball,1225,1160,41784,33912
2002/2003,CO,Basketball,308,306,8496,7740
2002/2003,CT,Basketball,172,173,5050,4263
2002/2003,DC,Basketball,15,13,333,260
2002/2003,DE,Basketball,43,41,1469,973
2002/2003,FL,Basketball,575,547,14386,11353
2002/2003,GA,Basketball,369,365,11289,9258
2002/2003,HI,Basketball,63,63,1740,1594
2002/2003,ID,Basketball,169,169,4202,3653
2002/2003,IL,Basketball,726,671,25038,18918
2002/2003,IN,Basketball,390,383,11541,9539
2002/2003,IA,Basketball,398,397,12052,8981
2002/2003,KS,Basketball,364,358,10096,8080
2002/2003,KY,Basketball,279,280,7350,5950
2002/2003,LA,Basketball,409,377,12241,9401
2002/2003,ME,Basketball,145,143,4168,3581
2002/2003,MD,Basketball,177,177,4901,4469
2002/2003,MA,Basketball,339,343,12078,10577
2002/2003,MI,Basketball,728,709,23922,20837
2002/2003,MN,Basketball,452,443,14206,12903
2002/2003,MS,Basketball,265,265,8068,6025
2002/2003,MO,Basketball,557,531,15072,12528
2002/2003,MT,Basketball,183,181,4346,3661
2002/2003,NE,Basketball,315,316,8519,7116
2002/2003,NV,Basketball,92,89,2861,2435
2002/2003,NH,Basketball,88,88,2505,2244
2002/2003,NJ,Basketball,407,408,12005,9520
2002/2003,NM,Basketball,151,151,5148,4560
2002/2003,NY,Basketball,697,688,20720,17245
2002/2003,NC,Basketball,343,343,9321,9451
2002/2003,ND,Basketball,183,180,3722,2940
2002/2003,OH,Basketball,789,784,23779,17874
2002/2003,OK,Basketball,471,471,8583,7400
2002/2003,OR,Basketball,267,267,7474,6140
2002/2003,PA,Basketball,647,647,19410,19410
2002/2003,RI,Basketball,46,48,1419,1174
2002/2003,SC,Basketball,194,193,6279,5110
2002/2003,SD,Basketball,188,188,4068,3447
2002/2003,TN,Basketball,350,352,6590,5005
2002/2003,TX,Basketball,1214,1211,70493,69386
2002/2003,UT,Basketball,122,118,3387,2839
2002/2003,VT,Basketball,74,74,2044,1974
2002/2003,VA,Basketball,294,291,9452,7842
2002/2003,WA,Basketball,375,374,11738,9981
2002/2003,WV,Basketball,133,131,3315,2437
2002/2003,WI,Basketball,481,475,15851,13474
2002/2003,WY,Basketball,70,70,1782,1597
